index,assignment_id,attribute,worker_id,n_clicks,n_seconds,last_modified
7737,3ae24e9681,media_3d_graphics,84b5d25bf2,108,736.122,2016-10-06T16:36:28+00:00
7738,c4b84facd2,media_3d_graphics,4bb66df86d,2,140.59,2016-10-06T14:30:28+00:00
7739,580095bdc3,media_3d_graphics,8952a8be03,420,1385.361,2016-10-06T15:04:27+00:00
7740,f8fdf0c4b7,media_3d_graphics,6852c50ce7,199,207.944,2016-10-06T15:19:03+00:00
7741,33ce994324,media_3d_graphics,def1dfa049,3,45.703,2016-10-06T17:29:06+00:00
7742,96583cfd54,media_3d_graphics,6852c50ce7,137,133.558,2016-10-06T17:31:50+00:00
7743,d9db01652b,media_3d_graphics,65e4e60445,332,278.276,2016-10-06T15:34:50+00:00
7744,f82ba3e067,media_3d_graphics,7a2d272d29,163,140.734,2016-10-06T15:25:10+00:00
7745,92ef1da1a2,media_3d_graphics,549b9bc142,144,191.266,2016-10-06T14:54:34+00:00
7746,a9dd2e8e70,media_3d_graphics,6852c50ce7,1,0.278,2016-10-06T15:31:50+00:00
7747,f96b3d1902,media_3d_graphics,6852c50ce7,1,0.34400000000000003,2016-10-06T15:32:03+00:00
7748,9e81bc9250,media_3d_graphics,a4c00dc95b,222,315.465,2016-10-06T15:18:58+00:00
7749,be200ec076,media_3d_graphics,38bb19fc8a,1,0.27,2016-10-06T15:25:10+00:00
7750,79686c628d,media_3d_graphics,07ee05686f,104,814.789,2016-10-06T15:36:26+00:00
7751,cd7323d395,media_3d_graphics,84b5d25bf2,136,577.868,2016-10-06T15:46:38+00:00
7752,41ec8bb07e,media_3d_graphics,84b5d25bf2,131,454.786,2016-10-06T16:50:42+00:00
7753,97935f8f17,media_3d_graphics,7482533ce9,231,168.334,2016-10-06T17:47:00+00:00
7754,b86c1f49e9,media_3d_graphics,28a1e0aea9,1,0.30000000000000004,2016-10-06T13:52:26+00:00
7755,347c501298,media_3d_graphics,30bf3ad4b8,1,0.496,2016-10-06T15:14:02+00:00
7756,a7f3cb1f49,media_3d_graphics,38bb19fc8a,1,0.24,2016-10-06T15:18:51+00:00
7757,64cf692686,media_3d_graphics,7a2d272d29,185,162.011,2016-10-06T14:59:19+00:00
7758,2ea0c39d11,media_3d_graphics,6852c50ce7,1,0.28600000000000003,2016-10-06T15:31:41+00:00
7759,bf3d0a7163,media_3d_graphics,26f67adc3d,1,1.001,2016-10-06T15:21:32+00:00
7760,cb33bb004d,media_3d_graphics,84b5d25bf2,87,374.8,2016-10-06T17:17:16+00:00
7761,bbef4e2272,media_3d_graphics,4d9d9280bd,4,404.786,2016-10-06T13:56:44+00:00
7762,50f0b6d966,media_3d_graphics,b13f46ce25,138,274.647,2016-10-06T17:27:12+00:00
7763,087333a505,media_3d_graphics,07ee05686f,200,337.205,2016-10-07T00:27:24+00:00
7764,6e94556946,media_3d_graphics,e0b003b6ad,117,116.162,2016-10-06T20:36:53+00:00
7765,1835062d0c,media_3d_graphics,7482533ce9,269,186.733,2016-10-06T23:33:30+00:00
7766,30c396f012,media_3d_graphics,c41c3f6b49,98,211.685,2016-10-06T22:10:36+00:00
7767,dd28ac899f,media_3d_graphics,c41c3f6b49,161,241.934,2016-10-06T21:52:27+00:00
7768,a70997d85b,media_3d_graphics,618b2a871c,327,413.549,2016-10-06T23:13:53+00:00
7769,2f71361c24,media_3d_graphics,3b12494f58,209,327.855,2016-10-06T23:23:03+00:00
7770,afe34981f6,media_3d_graphics,e0a85a6d94,89,116.342,2016-10-06T23:12:28+00:00
7771,1b0d844359,media_3d_graphics,e0b003b6ad,159,362.315,2016-10-06T21:03:37+00:00
7772,e723a0fd38,media_3d_graphics,b3418e4c1f,138,110.276,2016-10-07T00:15:13+00:00
7773,d0d2638034,media_3d_graphics,0b5bff35c3,2,100.286,2016-10-06T22:27:28+00:00
7774,88d1246faf,media_3d_graphics,618b2a871c,12,47.412,2016-10-06T23:24:57+00:00
7775,5ce23e689b,media_3d_graphics,618b2a871c,569,484.692,2016-10-06T23:22:02+00:00
7776,a91b12579a,media_3d_graphics,b3418e4c1f,81,95.897,2016-10-07T00:20:23+00:00
7777,fd4049252a,media_3d_graphics,618b2a871c,1,0.354,2016-10-06T23:06:23+00:00
7778,f361516d67,media_3d_graphics,c00d8e4fec,714,398.958,2016-10-07T00:24:14+00:00
7779,f6d713ec2a,media_3d_graphics,7482533ce9,225,126.976,2016-10-07T00:23:25+00:00
7780,af4f376de6,media_3d_graphics,8416be8fae,350,326.874,2016-10-07T00:04:29+00:00
7781,191f113e83,media_3d_graphics,26eb68368a,230,337.492,2016-10-06T20:13:01+00:00
7782,b8449cbaaf,media_3d_graphics,4082e43da3,201,695.311,2016-10-06T22:34:03+00:00
7783,7101df35ac,media_3d_graphics,ec4a36b386,418,274.616,2016-10-06T23:56:28+00:00
7784,f2a5ee6b2c,media_3d_graphics,a5b0a234d4,126,338.86,2016-10-06T23:02:11+00:00
7785,4490f871d1,media_3d_graphics,ae26182d3d,190,241.259,2016-10-06T23:00:51+00:00
7786,ba3eb36b6d,media_3d_graphics,e0b003b6ad,194,564.341,2016-10-06T20:34:52+00:00
7787,a51b59b960,media_3d_graphics,a5b0a234d4,129,248.966,2016-10-07T00:18:39+00:00
7788,abfe8ddd60,media_3d_graphics,f23825a9f8,281,305.462,2016-10-06T22:26:37+00:00
7789,cd6defb414,media_3d_graphics,c41c3f6b49,71,201.917,2016-10-06T23:18:21+00:00
7790,7a58068c7f,media_3d_graphics,f23825a9f8,263,309.147,2016-10-06T22:08:43+00:00
7791,66cf583572,media_3d_graphics,7a2d272d29,162,130.088,2016-10-06T22:38:43+00:00
7792,e56673f245,media_3d_graphics,f23825a9f8,420,385.476,2016-10-06T23:45:44+00:00
7793,45c12a175c,media_3d_graphics,c6543e078f,123,387.357,2016-10-06T22:06:20+00:00
7794,673364b534,media_3d_graphics,07ee05686f,113,643.324,2016-10-06T22:50:43+00:00
7795,5852b825c3,media_3d_graphics,e0b003b6ad,185,664.896,2016-10-06T22:10:59+00:00
7796,ecf33ee56e,media_3d_graphics,c41c3f6b49,105,203.825,2016-10-06T22:06:51+00:00
7797,50748b3f0a,media_3d_graphics,ae26182d3d,209,680.281,2016-10-06T23:12:16+00:00
7798,74d8f254e1,media_3d_graphics,e0b003b6ad,167,128.103,2016-10-06T21:43:26+00:00
7799,42e55cd106,media_3d_graphics,6b4967e32a,184,1083.733,2016-10-06T23:16:42+00:00
7800,36ae327e36,media_3d_graphics,618b2a871c,556,460.588,2016-10-06T22:04:35+00:00
7801,7b97a8375a,media_3d_graphics,b3418e4c1f,229,177.8,2016-10-06T23:33:04+00:00
7802,8e3fdce688,media_3d_graphics,e0b003b6ad,121,220.317,2016-10-06T21:11:35+00:00
7803,9bd45fd759,media_3d_graphics,618b2a871c,320,564.418,2016-10-06T22:24:52+00:00
7804,3fc6e8591b,media_3d_graphics,4082e43da3,200,571.889,2016-10-06T23:55:00+00:00
7805,d622e98eca,media_3d_graphics,7482533ce9,293,152.243,2016-10-06T23:36:04+00:00
7806,dd07e77086,media_3d_graphics,c41c3f6b49,163,375.594,2016-10-06T21:38:12+00:00
7807,d959ad5177,media_3d_graphics,618b2a871c,487,597.301,2016-10-06T22:14:38+00:00
7808,4232edae80,media_3d_graphics,ae26182d3d,197,243.16,2016-10-06T22:51:41+00:00
7809,7e931b4540,media_3d_graphics,b95ea2051d,287,430.646,2016-10-06T23:15:24+00:00
7810,c8da2cdf32,media_3d_graphics,7482533ce9,198,220.08,2016-10-06T23:07:43+00:00
7811,4362765c1a,media_3d_graphics,e0b003b6ad,172,318.382,2016-10-07T00:05:18+00:00
7812,d315ce3a45,media_3d_graphics,618b2a871c,364,410.863,2016-10-06T20:26:16+00:00
7813,3b38103149,media_3d_graphics,7a2d272d29,1,1.156,2016-10-06T22:36:38+00:00
7814,347d10c125,media_3d_graphics,ec4a36b386,421,349.285,2016-10-06T23:35:46+00:00
7815,25e868567b,media_3d_graphics,b3418e4c1f,118,103.507,2016-10-06T23:57:40+00:00
7816,521ab9511e,media_3d_graphics,a5b0a234d4,121,238.235,2016-10-07T00:14:12+00:00
7817,0202b17719,media_3d_graphics,e0b003b6ad,204,822.218,2016-10-06T22:27:51+00:00
7818,97396ee9f6,media_3d_graphics,ae26182d3d,198,235.333,2016-10-06T22:28:22+00:00
7819,b0d85407d6,media_3d_graphics,e8e7e304fc,186,383.954,2016-10-06T23:20:15+00:00
7820,3a4ba4a910,media_3d_graphics,618b2a871c,1,0.296,2016-10-06T23:22:07+00:00
7821,aac2300ed3,media_3d_graphics,b3418e4c1f,1,0.23700000000000002,2016-10-07T00:00:30+00:00
7822,cad3289b68,media_3d_graphics,f63d9153b8,352,965.362,2016-10-06T20:15:17+00:00
7823,fa01243a6e,media_3d_graphics,c41c3f6b49,92,198.718,2016-10-06T22:18:24+00:00
7824,166bbba5d3,media_3d_graphics,e0b003b6ad,1,0.35100000000000003,2016-10-07T00:22:40+00:00
7825,21dbf262a3,media_3d_graphics,7a2d272d29,229,351.661,2016-10-06T21:51:39+00:00
7826,429d0cb529,media_3d_graphics,f23825a9f8,229,278.463,2016-10-06T22:21:05+00:00
7827,1edf55af03,media_3d_graphics,c41c3f6b49,145,264.498,2016-10-06T21:48:05+00:00
7828,6e511be75f,media_3d_graphics,7482533ce9,262,184.497,2016-10-07T00:21:16+00:00
7829,eac2123274,media_3d_graphics,e0a85a6d94,105,137.559,2016-10-06T23:14:48+00:00
7830,4b730f6db6,media_3d_graphics,b3418e4c1f,156,112.784,2016-10-06T23:50:02+00:00
7831,e1a63a35b2,media_3d_graphics,e0b003b6ad,95,870.176,2016-10-06T21:59:49+00:00
7832,417e8fd8f0,media_3d_graphics,6b4967e32a,203,398.05,2016-10-06T23:37:44+00:00
7833,5972255d68,media_3d_graphics,e0a85a6d94,129,141.997,2016-10-06T21:41:14+00:00
7834,f52ef90d79,media_3d_graphics,07ee05686f,118,491.674,2016-10-06T22:58:59+00:00
7835,e5ea93ba95,media_3d_graphics,e0a85a6d94,155,317.915,2016-10-06T23:20:07+00:00
7836,29925e9dcd,media_3d_graphics,5758e9a930,259,347.641,2016-10-06T23:23:38+00:00
7837,89fa0fb513,media_3d_graphics,07e99cfcce,1,0.891,2016-10-07T00:06:35+00:00
7838,ef2818efd9,media_3d_graphics,38bb19fc8a,1,0.361,2016-10-06T21:35:08+00:00
7839,6495d29747,media_3d_graphics,f23825a9f8,273,277.652,2016-10-06T23:32:48+00:00
7840,35cc6467c5,media_3d_graphics,6852c50ce7,1,0.257,2016-10-06T20:25:49+00:00
7841,99590ab1e3,media_3d_graphics,618b2a871c,367,285.378,2016-10-06T22:29:45+00:00
7842,78094a991b,media_3d_graphics,e0a85a6d94,1,0.273,2016-10-06T21:44:09+00:00
7843,c3ab9efc3d,media_3d_graphics,07ee05686f,163,1029.597,2016-10-06T22:22:33+00:00
7844,166bbba5d3,media_3d_graphics,e0b003b6ad,169,389.046,2016-10-07T00:29:17+00:00
7845,b9ca5cd109,media_3d_graphics,e0b003b6ad,108,101.008,2016-10-06T21:45:09+00:00
7846,afa59c4c04,media_3d_graphics,7482533ce9,188,161.31,2016-10-06T22:28:09+00:00
7847,f9ab9264da,media_3d_graphics,4ae596d50a,1,0.184,2016-10-06T20:10:27+00:00
7848,a0ce62f0ec,media_3d_graphics,b3418e4c1f,158,115.821,2016-10-07T00:23:35+00:00
7849,09292c77fc,media_3d_graphics,c41c3f6b49,77,220.054,2016-10-06T22:54:42+00:00
7850,74c634a00f,media_3d_graphics,e8e7e304fc,166,846.158,2016-10-06T23:43:18+00:00
7851,29d8c428ab,media_3d_graphics,c41c3f6b49,127,243.93,2016-10-06T22:14:51+00:00
7852,7d60798938,media_3d_graphics,7482533ce9,1,0.156,2016-10-06T23:07:46+00:00
7853,97da4ef67a,media_3d_graphics,e0b003b6ad,200,185.861,2016-10-07T00:22:24+00:00
7854,bdf9b3d7d4,media_3d_graphics,f23825a9f8,302,472.791,2016-10-06T21:49:48+00:00
7855,fb5e9d874d,media_3d_graphics,38bb19fc8a,1,0.176,2016-10-06T21:04:46+00:00
7856,5a81cc17ec,media_3d_graphics,6b4967e32a,2,10.604,2016-10-07T00:04:27+00:00
7857,b160e603b7,media_3d_graphics,b3418e4c1f,154,121.54,2016-10-06T23:42:11+00:00
7858,9609c1a245,media_3d_graphics,7482533ce9,287,172.282,2016-10-06T23:47:46+00:00
7859,f65ce2d551,media_3d_graphics,1b04bf1ddf,1,0.404,2016-10-06T21:13:06+00:00
7860,89fa0fb513,media_3d_graphics,07e99cfcce,166,550.311,2016-10-07T00:12:05+00:00
7861,184952a64b,media_3d_graphics,a5b0a234d4,140,207.224,2016-10-06T23:42:56+00:00
7862,5990d6a273,media_3d_graphics,f23825a9f8,329,372.935,2016-10-06T23:39:15+00:00
7863,318f6fee20,media_3d_graphics,5bd6025ad4,154,419.25,2016-10-06T21:12:54+00:00
7864,b8f52fc62b,media_3d_graphics,35011495ae,247,378.783,2016-10-06T20:09:25+00:00
7865,1417916763,media_3d_graphics,b3418e4c1f,124,108.27,2016-10-06T23:48:04+00:00
7866,18ec26ea67,media_3d_graphics,c41c3f6b49,72,216.418,2016-10-06T23:06:54+00:00
7867,1644bf257d,media_3d_graphics,c41c3f6b49,87,709.285,2016-10-07T00:03:55+00:00
7868,0598e5fe5f,media_3d_graphics,6852c50ce7,1,0.259,2016-10-06T20:56:01+00:00
7869,b3194f3fc5,media_3d_graphics,c41c3f6b49,80,242.455,2016-10-06T22:30:28+00:00
7870,1d3c7b382e,media_3d_graphics,e0a85a6d94,162,151.639,2016-10-06T21:43:59+00:00
7871,3010de0539,media_3d_graphics,98e61d0f32,1,0.20800000000000002,2016-10-06T23:10:25+00:00
7872,89979eb569,media_3d_graphics,07ee05686f,111,227.561,2016-10-06T23:20:32+00:00
7873,d358110177,media_3d_graphics,c41c3f6b49,82,181.776,2016-10-06T22:03:12+00:00
7874,7b73686218,media_3d_graphics,516d33cb99,1,0.62,2016-10-06T23:10:56+00:00
7875,c3027bce29,media_3d_graphics,3be6e34960,567,781.411,2016-10-06T22:14:54+00:00
7876,b67bd1a01f,media_3d_graphics,e0b003b6ad,151,210.965,2016-10-06T20:57:30+00:00
7877,bb5732d28f,media_3d_graphics,6b4967e32a,211,480.605,2016-10-06T23:24:44+00:00
7878,d689c2c83c,media_3d_graphics,6852c50ce7,1,0.28,2016-10-06T20:14:25+00:00
7879,1bd36b5e3e,media_3d_graphics,c41c3f6b49,87,251.263,2016-10-06T23:03:06+00:00
7880,806cb60dfc,media_3d_graphics,38bb19fc8a,1,0.30000000000000004,2016-10-06T21:21:03+00:00
7881,ff9a566c4d,media_3d_graphics,7a2d272d29,252,489.157,2016-10-06T21:45:30+00:00
7882,94226abc7e,media_3d_graphics,7482533ce9,318,170.92,2016-10-06T23:44:52+00:00
7883,fc5496aa2f,media_3d_graphics,b3418e4c1f,291,159.436,2016-10-06T23:35:46+00:00
7884,d16760ef90,media_3d_graphics,6852c50ce7,1,0.272,2016-10-06T20:28:20+00:00
7885,2afb73b7e7,media_3d_graphics,c41c3f6b49,99,203.212,2016-10-06T22:34:02+00:00
7886,665fa72094,media_3d_graphics,a5b0a234d4,122,311.293,2016-10-06T22:37:33+00:00
7887,2b452eb570,media_3d_graphics,7482533ce9,305,185.267,2016-10-06T23:50:54+00:00
7888,5cb1ec6fb5,media_3d_graphics,c41c3f6b49,89,200.159,2016-10-06T23:26:07+00:00
7889,bee6510b56,media_3d_graphics,c41c3f6b49,164,345.264,2016-10-06T22:40:00+00:00
7890,61dd0e3ff8,media_3d_graphics,e0a85a6d94,132,147.338,2016-10-06T23:07:45+00:00
7891,435bb66968,media_3d_graphics,e0a85a6d94,2,5.786,2016-10-06T23:23:24+00:00
7892,0675ea0bbe,media_3d_graphics,07ee05686f,109,348.581,2016-10-06T23:04:52+00:00
7893,8e940dd843,media_3d_graphics,07e99cfcce,182,506.423,2016-10-06T23:38:11+00:00
7894,12e3bec28f,media_3d_graphics,127e2edc98,13,81.344,2016-10-06T23:34:37+00:00
7895,614aae7a0b,media_3d_graphics,c41c3f6b49,105,206.21,2016-10-06T21:59:56+00:00
7896,19b9ba1a71,media_3d_graphics,b373c6abc7,1,0.338,2016-10-06T21:21:30+00:00
7897,b7c4908c5f,media_3d_graphics,c41c3f6b49,91,204.713,2016-10-06T22:22:20+00:00
7898,98ee1a6c97,media_3d_graphics,6852c50ce7,1,0.184,2016-10-06T20:02:16+00:00
7899,12099d511b,media_3d_graphics,618b2a871c,377,367.271,2016-10-06T22:37:15+00:00
7900,352a26a507,media_3d_graphics,e0b003b6ad,114,227.563,2016-10-06T23:53:50+00:00
7901,89fa0fb513,media_3d_graphics,07e99cfcce,1,0.9480000000000001,2016-10-07T00:04:47+00:00
7902,48c74c4558,media_3d_graphics,7482533ce9,1,0.279,2016-10-06T23:53:43+00:00
7903,35405a1265,media_3d_graphics,e0b003b6ad,131,169.033,2016-10-06T23:44:12+00:00
7904,c050b117fb,media_3d_graphics,c41c3f6b49,132,205.176,2016-10-06T22:43:37+00:00
7905,f5baa79022,media_3d_graphics,38bb19fc8a,138,133.206,2016-10-06T21:37:25+00:00
7906,369648b73b,media_3d_graphics,7a2d272d29,1,1.1,2016-10-06T21:54:50+00:00
7907,7af0c2cd94,media_3d_graphics,e0b003b6ad,144,214.637,2016-10-07T00:08:55+00:00
7908,047eb12049,media_3d_graphics,c41c3f6b49,219,305.842,2016-10-06T21:43:33+00:00
7909,e918a3a24d,media_3d_graphics,d9944532d8,29,313.569,2016-10-06T20:04:34+00:00
7910,bf49e13e50,media_3d_graphics,6b4967e32a,6,45.882,2016-10-07T00:05:37+00:00
7911,449667859d,media_3d_graphics,ec4a36b386,435,279.83,2016-10-06T23:15:01+00:00
7912,2f229fe48a,media_3d_graphics,e0b003b6ad,122,164.473,2016-10-06T23:41:08+00:00
7913,938bd853d4,media_3d_graphics,a5b0a234d4,120,194.473,2016-10-06T23:38:40+00:00
7914,cca3bc2d79,media_3d_graphics,e0b003b6ad,1,0.972,2016-10-06T21:11:43+00:00
7915,dd30a2d6c2,media_3d_graphics,e0b003b6ad,159,346.474,2016-10-06T23:59:48+00:00
7916,b8b819e198,media_3d_graphics,7a2d272d29,244,342.287,2016-10-06T21:54:37+00:00
7917,e39707bc2b,media_3d_graphics,38bb19fc8a,1,0.35000000000000003,2016-10-06T21:15:10+00:00
7918,347fa88d5a,media_3d_graphics,7482533ce9,357,163.638,2016-10-06T23:53:41+00:00
7919,053b599ed0,media_3d_graphics,07ee05686f,143,997.326,2016-10-07T00:07:33+00:00
7920,0e281601d2,media_3d_graphics,c41c3f6b49,95,221.971,2016-10-06T23:10:54+00:00
7921,32030d6d33,media_3d_graphics,ec4a36b386,484,227.55,2016-10-06T23:29:25+00:00
7922,13f9c85b3d,media_3d_graphics,6b4967e32a,220,379.339,2016-10-06T23:31:04+00:00
7923,0512a0a909,media_3d_graphics,618b2a871c,338,488.436,2016-10-06T23:05:53+00:00
7924,5f7210ef55,media_3d_graphics,e0b003b6ad,118,243.605,2016-10-07T00:13:00+00:00
7925,db28b1ac64,media_3d_graphics,4082e43da3,249,774.629,2016-10-06T23:15:47+00:00
7926,6e7ac2a313,media_3d_graphics,e0a85a6d94,136,178.524,2016-10-06T21:38:36+00:00
7927,0d32195718,media_3d_graphics,98e61d0f32,292,263.974,2016-10-06T23:10:11+00:00
7928,bda0e3a95d,media_3d_graphics,e0b003b6ad,193,187.689,2016-10-07T00:19:16+00:00
7929,85fefe639e,media_3d_graphics,98e61d0f32,302,270.556,2016-10-06T23:05:28+00:00
7930,98ee1a6c97,media_3d_graphics,6852c50ce7,137,180.781,2016-10-06T20:08:22+00:00
7931,99590ab1e3,media_3d_graphics,618b2a871c,121,1293.145,2016-10-06T22:37:44+00:00
7932,9ef9398e58,media_3d_graphics,c41c3f6b49,89,784.981,2016-10-06T23:48:25+00:00
7933,56d82bf0ea,media_3d_graphics,127e2edc98,18,112.9,2016-10-06T23:36:45+00:00
7934,5ed29a8fc4,media_3d_graphics,f9be16d7f3,377,429.982,2016-10-06T21:27:01+00:00
7935,7a17aeb16f,media_3d_graphics,a5b0a234d4,118,635.453,2016-10-06T23:24:00+00:00
7936,78350bc473,media_3d_graphics,7482533ce9,240,158.322,2016-10-06T22:30:59+00:00
7937,51f91e8381,media_3d_graphics,b3418e4c1f,1,0.299,2016-10-07T00:05:33+00:00
7938,20f3266826,media_3d_graphics,e0b003b6ad,146,245.341,2016-10-06T21:07:50+00:00
7939,49c4bcd54a,media_3d_graphics,98e488ae99,2,9.65,2016-10-06T22:28:34+00:00
7940,97265a033a,media_3d_graphics,3b12494f58,1,0.357,2016-10-06T23:30:03+00:00
7941,1c421abd9e,media_3d_graphics,7a2d272d29,271,676.643,2016-10-06T21:48:43+00:00
7942,44553f5113,media_3d_graphics,e0b003b6ad,182,331.046,2016-10-06T23:50:00+00:00
7943,8f4f98c4b5,media_3d_graphics,e0b003b6ad,127,194.972,2016-10-06T23:38:21+00:00
7944,e8730be1d1,media_3d_graphics,4082e43da3,169,745.23,2016-10-07T00:20:24+00:00
7945,216797fe2d,media_3d_graphics,516d33cb99,13,124.179,2016-10-06T23:10:41+00:00
7946,6a3ec83960,media_3d_graphics,e0a85a6d94,153,162.469,2016-10-06T21:35:28+00:00
7947,c556196ba1,media_3d_graphics,38bb19fc8a,1,0.27,2016-10-06T21:09:27+00:00
7948,8b57c3e094,media_3d_graphics,c41c3f6b49,117,212.526,2016-10-06T22:47:18+00:00
7949,ddf953b310,media_3d_graphics,c00d8e4fec,1,0.381,2016-10-06T23:59:56+00:00
7950,97265a033a,media_3d_graphics,3b12494f58,2,9.55,2016-10-06T23:30:29+00:00
7951,3ed0d4cf1c,media_3d_graphics,6b4967e32a,1,0.165,2016-10-06T23:58:19+00:00
7952,566dc6c682,media_3d_graphics,e0b003b6ad,199,160.582,2016-10-07T00:15:59+00:00
7953,0acb1f6c90,media_3d_graphics,c41c3f6b49,118,198.54,2016-10-06T23:51:57+00:00
7954,7770e7fecf,media_3d_graphics,e8e7e304fc,150,513.072,2016-10-06T23:28:53+00:00
7955,51e2058493,media_3d_graphics,7482533ce9,1,0.247,2016-10-06T22:31:01+00:00
7956,bdc3560cb2,media_3d_graphics,4082e43da3,201,602.027,2016-10-07T00:32:48+00:00
7957,5e5b168714,media_3d_graphics,c41c3f6b49,97,204.796,2016-10-06T22:50:50+00:00
7958,e93e533f2d,media_3d_graphics,e0b003b6ad,1,0.446,2016-10-06T22:27:55+00:00
7959,0646882def,media_3d_graphics,e0b003b6ad,119,670.824,2016-10-06T20:53:47+00:00
7960,ddf953b310,media_3d_graphics,c00d8e4fec,657,428.174,2016-10-07T00:16:42+00:00
7961,aac2300ed3,media_3d_graphics,b3418e4c1f,1,0.232,2016-10-07T00:00:42+00:00
7962,cc3cec7112,media_3d_graphics,4849ecba5d,328,371.359,2016-10-06T20:36:57+00:00
7963,72942700b2,media_3d_graphics,e0a85a6d94,112,162.865,2016-10-06T23:10:30+00:00
7964,f0575f1e05,media_3d_graphics,a5b0a234d4,129,397.281,2016-10-07T00:25:32+00:00
7965,4fb6c06146,media_3d_graphics,38bb19fc8a,130,160.727,2016-10-06T21:40:16+00:00
7966,c97477449f,media_3d_graphics,c41c3f6b49,101,221.021,2016-10-06T21:56:19+00:00
7967,7db18610c1,media_3d_graphics,ec4a36b386,492,306.96,2016-10-06T23:51:08+00:00
7968,aac2300ed3,media_3d_graphics,b3418e4c1f,1,0.384,2016-10-07T00:00:19+00:00
7969,e7cd5bea28,media_3d_graphics,7482533ce9,1,0.252,2016-10-06T23:16:14+00:00
7970,ec99597823,media_3d_graphics,a5b0a234d4,124,278.853,2016-10-06T23:34:41+00:00
7971,d38a89f1c1,media_3d_graphics,e8e7e304fc,181,626.243,2016-10-06T23:53:47+00:00
7972,6941a9b23f,media_3d_graphics,07ee05686f,213,843.514,2016-10-07T00:21:41+00:00
7973,bf3fbed39d,media_3d_graphics,07ee05686f,219,432.868,2016-10-06T23:50:49+00:00
7974,f9ab9264da,media_3d_graphics,4ae596d50a,206,157.416,2016-10-06T20:20:34+00:00
7975,5c872c3d2e,media_3d_graphics,c41c3f6b49,82,166.1,2016-10-06T23:29:05+00:00
7976,aac2300ed3,media_3d_graphics,b3418e4c1f,103,186.972,2016-10-07T00:02:30+00:00
7977,a9dcbd10d7,media_3d_graphics,c41c3f6b49,104,222.705,2016-10-06T22:26:14+00:00
7978,665fa72094,media_3d_graphics,a5b0a234d4,145,591.458,2016-10-06T22:29:45+00:00
7979,ae1e56badc,media_3d_graphics,f23825a9f8,288,395.074,2016-10-06T22:33:43+00:00
7980,352f8e1cff,media_3d_graphics,4082e43da3,188,777.73,2016-10-06T23:02:04+00:00
7981,59cbb9b4b2,media_3d_graphics,07ee05686f,167,481.777,2016-10-06T23:28:45+00:00
7982,4abc3b8501,media_3d_graphics,6b4967e32a,175,319.886,2016-10-06T23:58:18+00:00
7983,ae19bcdd8d,media_3d_graphics,b641f606a4,176,375.739,2016-10-06T20:10:33+00:00
7984,c4c4046057,media_3d_graphics,c41c3f6b49,109,209.914,2016-10-06T22:58:37+00:00
7985,dde9003ae7,media_3d_graphics,c41c3f6b49,121,242.636,2016-10-06T23:22:36+00:00
7986,91eecfdff1,media_3d_graphics,f23825a9f8,214,254.961,2016-10-06T22:02:39+00:00
7987,7208d05de4,media_3d_graphics,c41c3f6b49,113,343.36,2016-10-06T23:35:15+00:00
7988,7557c930ce,media_3d_graphics,3b12494f58,147,616.734,2016-10-06T23:17:04+00:00
7989,bc546fc13c,media_3d_graphics,e0b003b6ad,206,163.744,2016-10-06T22:13:56+00:00
7990,7bae355e71,media_3d_graphics,b95ea2051d,1,0.5,2016-10-06T23:15:27+00:00
7991,a33a326211,media_3d_graphics,e0b003b6ad,197,220.141,2016-10-07T00:26:07+00:00
7992,69d62ca828,media_3d_graphics,6b4967e32a,180,341.798,2016-10-06T23:52:56+00:00
7993,d89f6d8694,media_3d_graphics,a5b0a234d4,125,310.286,2016-10-06T23:07:38+00:00
7994,4c3b707578,media_3d_graphics,c41c3f6b49,125,213.035,2016-10-06T23:14:44+00:00
7995,97265a033a,media_3d_graphics,3b12494f58,162,229.319,2016-10-06T23:26:57+00:00
7996,51f91e8381,media_3d_graphics,b3418e4c1f,141,176.303,2016-10-07T00:07:24+00:00
7997,c15c48e764,media_3d_graphics,5b19c4b006,12,699.808,2016-10-06T20:30:41+00:00
7998,50205310d1,media_3d_graphics,c00d8e4fec,774,530.069,2016-10-07T00:09:01+00:00
7999,62d1803768,media_3d_graphics,6b4967e32a,4,55.397,2016-10-06T23:38:41+00:00
8000,f47d14a077,media_3d_graphics,b6454f94f0,196,1165.437,2016-10-06T22:44:19+00:00
8001,d3dff1d28a,media_3d_graphics,7482533ce9,269,332.279,2016-10-06T23:41:45+00:00
8002,704a69b773,media_3d_graphics,b3418e4c1f,134,113.859,2016-10-06T23:52:03+00:00
8003,f1d0e2b146,media_3d_graphics,07ee05686f,207,468.537,2016-10-06T23:36:39+00:00
8004,b2d7b8cd62,media_3d_graphics,4082e43da3,187,760.74,2016-10-06T22:48:02+00:00
8005,857cd04c2e,media_3d_graphics,618b2a871c,337,375.837,2016-10-06T20:33:45+00:00
8006,f9ab9264da,media_3d_graphics,4ae596d50a,1,0.334,2016-10-06T20:17:49+00:00
8007,381080e67a,media_3d_graphics,7482533ce9,1,0.135,2016-10-06T23:12:02+00:00
8008,0a85fb4409,media_3d_graphics,c6543e078f,2,15.524000000000001,2016-10-06T22:07:03+00:00
8009,44d2a2cb4b,media_3d_graphics,07ee05686f,147,404.383,2016-10-06T23:43:30+00:00
